state,sex,date,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,ep_ratio
Sarawak,both,2019,1346.8,1304.7,42.1,623.1,68.4,3.1,66.7
Sarawak,female,2019,479.7,462.3,17.4,448.7,51.7,3.6,49.7
Sarawak,male,2019,867.1,842.4,24.7,174.4,83.3,2.8,82
Selangor,both,2019,3592.9,3489.5,103.4,1136.8,76,2.9,75
Selangor,female,2019,1580.1,1536.2,43.9,688.7,69.6,2.8,68.8
Selangor,male,2019,2012.7,1953.3,59.4,448.1,81.8,3,80.6
Terengganu,both,2019,488.2,471,17.2,310.4,61.1,3.5,59
Terengganu,female,2019,178.2,171.7,6.5,213.4,45.5,3.7,43.9
Terengganu,male,2019,310,299.3,10.7,96.9,76.2,3.5,73.6
Kuala Lumpur,both,2019,863.4,841,22.4,369.6,70,2.6,64.9
Kuala Lumpur,female,2019,363.1,353.4,9.7,241.4,60.1,2.7,56
Kuala Lumpur,male,2019,500.3,487.6,12.8,128.2,79.6,2.6,73.4
Labuan,both,2019,43.3,40.3,3,26.4,62.2,6.9,58.7
Labuan,female,2019,14.8,14.1,0.7,19.9,42.7,4.8,41
Labuan,male,2019,28.5,26.2,2.3,6.5,81.5,8,76.8
Putrajaya,both,2019,38.6,38.1,0.4,12.2,75.9,1.2,58.6
Putrajaya,female,2019,20.7,20.3,0.3,7.5,73.4,1.7,55.9
Putrajaya,male,2019,17.9,17.8,0.1,4.7,79.2,0.6,62
Johor,both,2020,1990.9,1920.5,70.3,826.9,70.7,3.5,68.4
Johor,female,2020,646.7003018,620.5957714,26.1045304,634.1549039,50.4897274,4.036573097,48.6
Johor,male,2020,1344.155034,1299.921607,44.23342709,192.7751654,87.45712945,3.290798007,85
Kedah,both,2020,904.5,867,37.5,520.6,63.5,4.2,60.9
Kedah,female,2020,323.6834105,309.7587395,13.92467104,370.3175552,46.64019598,4.301941524,44.6
Kedah,male,2020,580.8487084,557.2344298,23.61427863,150.3224036,79.44087217,4.065478375,76.3
Kelantan,both,2020,645.2,617.9,27.3,496.4,56.5,4.2,54.1
Kelantan,female,2020,237.4549897,224.8998611,12.55512863,332.544933,41.65877578,5.287371997,39.4
Kelantan,male,2020,407.7596408,392.9648898,14.79475097,163.8053513,71.34090548,3.628301943,68.8
Melaka,both,2020,464.9,453.8,11.1,237,66.2,2.4,64.7
Melaka,female,2020,175.623374,170.1457286,5.477645399,151.9195615,53.61842829,3.118972876,52
Melaka,male,2020,289.2597903,283.6505909,5.609199404,85.03742216,77.28077599,1.939156285,75.8
Negeri Sembilan,both,2020,531.3,511.2,20.1,285.5,65,3.8,62.6
Pahang,both,2020,703.4,681.2,22.2,363.3,65.9,3.2,63.9
Pahang,female,2020,237.3570534,227.9435409,9.413512569,253.954462,48.31090784,3.96597128,46.4
Pahang,male,2020,466.0125533,453.2390596,12.77349371,109.3177584,80.99913108,2.741019232,78.8
Perak,both,2020,1090.8,1042.1,48.7,605.5,64.3,4.5,61.5
Perak,female,2020,399.5972579,378.2261463,21.37111163,399.5316026,50.00410793,5.348162733,47.4
Perak,male,2020,691.2031636,663.9072673,27.29589635,205.9687906,77.0424399,3.949041004,74.1
Perlis,both,2020,121.7,116.4,5.3,82.6,59.6,4.3,57
Perlis,female,2020,48.73300563,46.31758567,2.415419956,53.2776646,47.77245902,4.956435428,45.4
Perlis,male,2020,72.91974062,70.07057527,2.849165348,29.28884059,71.34404935,3.907262045,68.6
Penang,both,2020,866.8,836,30.8,408.3,68,3.6,65.5
Penang,female,2020,343.778762,336.4525656,7.326196394,279.0860647,55.19315704,2.131078823,54
Penang,male,2020,523.020243,499.510317,23.509926,129.192247,80.19169381,4.495031754,76.5
Sabah,both,2020,1585.4,1455.5,129.9,735.1,68.3,8.2,62.7
Sabah,female,2020,587.5980085,539.0468841,48.55112448,516.9642476,53.19736441,8.262642788,48.8
Sabah,male,2020,997.8144667,916.4353061,81.37916058,218.1314543,82.06076022,8.155740701,75.4
Sarawak,both,2020,1141.6,1092.9,48.7,583,66.2,4.3,63.2
Sarawak,female,2020,412.5347462,395.1401308,17.39461539,415.9402139,49.79447371,4.216521287,47.7
Sarawak,male,2020,729.089238,697.7540704,31.33516759,167.0324952,81.36051287,4.297850792,77.6
Selangor,both,2020,3761.5,3593.3,168.3,1212.9,75.6,4.5,72.4
Selangor,female,2020,1597.0658,1524.49514,72.57065961,695.2346017,69.67087729,4.543999354,66.7
Selangor,male,2020,2164.483041,2068.768527,95.71451336,517.6964677,80.69866442,4.422049586,77.3
Terengganu,both,2020,455.5,436.2,19.3,301.2,60.2,4.2,57.6
Terengganu,female,2020,157.8110658,150.8730121,6.938053694,209.3545468,42.98089482,4.396430415,41.1
Terengganu,male,2020,297.6691241,285.2867594,12.38236479,91.79785512,76.42987467,4.159774658,73.2
Kuala Lumpur,both,2020,1049.5,1006.4,43.1,408.3,72,4.1,69.1
Kuala Lumpur,female,2020,422.2762587,402.1074481,20.16881053,244.6305795,63.31862781,4.776212281,60.3
Kuala Lumpur,male,2020,627.1968864,604.2926586,22.90422775,163.6333903,79.30865887,3.651840156,76.6
Labuan,both,2020,42.6,39.4,3.1,23.1,64.9,7.3,60.6
Labuan,female,2020,15.03595133,14.33956529,0.696386038,17.56380461,46.1228954,4.631473076,44.3
Labuan,male,2020,27.52694747,25.09613246,2.430815011,5.490513896,83.37087811,8.830674062,76
Putrajaya,both,2020,50.5,49.7,0.7,15.8,76.1,1.5,75.2
Putrajaya,female,2020,26.80102431,26.3410813,0.45994301,7.984957767,77.04547266,1.71613967,76.1
Putrajaya,male,2020,23.69123963,23.40694976,0.284289868,7.845671375,75.12225793,1.199978864,74.3
Johor,both,2021,1986.7,1913.2,73.5,832.1,70.5,3.7,68
Johor,female,2021,645.6912675,616.5599095,29.13135805,641.6961891,50.15516224,4.511654334,48
Johor,male,2021,1341.022057,1296.63631,44.38574648,190.402847,87.5669485,3.309844626,84.9
Kedah,both,2021,916,880.1,35.9,521.9,63.7,3.9,61.3
Kedah,female,2021,337.2860342,320.0709493,17.21508484,364.8137526,48.03961495,5.104001678,45.7
Kedah,male,2021,578.6826932,560.0288076,18.65388566,157.0593296,78.65293476,3.223508475,76.2
Kelantan,both,2021,644.2,618.2,26,509.8,55.8,4,53.6
Kelantan,female,2021,238.1325132,226.1402102,11.99230297,338.589628,41.29068336,5.035978837,39.2
Kelantan,male,2021,406.0631732,392.0504076,14.01276553,171.1989234,70.34294744,3.450883128,67.9
Melaka,both,2021,479.6,469.6,10.1,224.9,68.1,2.1,66.6
Melaka,female,2021,184.5243353,181.2783601,3.245975167,144.1335404,56.14480861,1.75910411,55
Melaka,male,2021,295.1231862,288.3047046,6.818481616,80.81587663,78.50293182,2.310384929,76.8
Negeri Sembilan,both,2021,526.6,505.6,21,292.8,64.3,4,61.9
Pahang,both,2021,694.7,672.1,22.6,385,64.3,3.3,62.3
Pahang,female,2021,234.0943253,224.8366229,9.25770245,264.747098,46.92760352,3.954688964,45.1
Pahang,male,2021,460.6079351,447.232529,13.37540612,120.235838,79.29979737,2.903859248,77
Perak,both,2021,1109.6,1056.9,52.7,600.7,64.9,4.7,61.9
Perak,female,2021,402.5071949,379.6537217,22.85347324,403.3353418,49.94861608,5.677780056,47.2
Perak,male,2021,707.065269,677.2436079,29.82166111,197.3615579,78.17827247,4.217667366,75
Perlis,both,2021,122.7,117.4,5.4,83.3,59.6,4.4,56.6
Perlis,female,2021,48.43347421,45.55596297,2.877511235,55.39173572,46.64905011,5.941162145,43.9
Perlis,male,2021,74.28667902,71.79611236,2.490566656,27.90105037,72.69628111,3.352642344,69.3
Penang,both,2021,886.3,854.3,32,389.9,69.4,3.6,67
Penang,female,2021,350.1772986,342.6223235,7.554975127,272.6379628,56.22490654,2.157471417,55
Penang,male,2021,536.1124128,511.6571237,24.45528908,117.2696102,82.05190745,4.561597251,78.5
Sabah,both,2021,1605.7,1469.1,136.5,733,68.7,8.5,62.9
Sabah,female,2021,611.0569402,550.2059519,60.85098828,499.3856241,55.02823468,9.958317183,49.6
Sabah,male,2021,994.5942937,918.930733,75.66356063,233.6112688,80.97946501,7.607479865,75
Sarawak,both,2021,1155.7,1103.4,52.3,584.9,66.4,4.5,63.4
Sarawak,female,2021,426.8454814,408.6146411,18.23084026,409.8335795,51.01663246,4.271063197,48.9
Sarawak,male,2021,728.8262401,694.7510189,34.07522119,175.1037167,80.62861891,4.675355979,76.9
Selangor,both,2021,3809.6,3641,168.6,1178.7,76.4,4.4,73.1
Selangor,female,2021,1607.282625,1546.486654,60.79597106,702.6750335,69.58060981,3.782531467,67.1
Selangor,male,2021,2202.328534,2094.525672,107.8028619,476.0173406,82.22718936,4.894949152,78.4
Terengganu,both,2021,456.9,438.2,18.6,312.8,59.4,4.1,56.9
Terengganu,female,2021,154.5637975,147.1354281,7.428369355,218.2556478,41.45808365,4.806021512,39.5
Terengganu,male,2021,302.3185715,291.101351,11.21722047,94.55972823,76.17412484,3.710397419,73.3
Kuala Lumpur,both,2021,1040.7,992.5,48.3,414,71.5,4.6,68.5
Kuala Lumpur,female,2021,428.4071636,408.3749149,20.03224874,240.6763557,64.02895173,4.675983606,61.1
Kuala Lumpur,male,2021,612.3204389,584.0911801,28.22925874,173.3493417,77.93610674,4.610210104,74.7
Labuan,both,2021,44,40.7,3.3,22.3,66.3,7.5,62
Labuan,female,2021,15.92335339,15.35097677,0.572376624,16.99630914,48.37034213,3.594573392,47.5
Labuan,male,2021,28.0632039,25.32326763,2.739936267,5.347180992,83.99545229,9.763447811,76
Putrajaya,both,2021,53.9,53,0.9,16.1,77,1.6,75.4
Putrajaya,female,2021,28.55700866,28.04801673,0.508991926,8.203636554,77.68364372,1.782371297,76.8
Putrajaya,male,2021,25.31297837,24.96401585,0.348962519,7.900939981,76.21196061,1.378591306,74.1
Johor,both,2022,2013.4,1949.2,64.2,818.2,71.1,3.2,68.9
Johor,female,2022,659.3847186,632.9585277,26.42619094,639.8621659,50.75130266,4.007704486,48.8
Johor,male,2022,1354.004398,1316.198574,37.80582447,178.3713539,88.35981621,2.79214931,86
Kedah,both,2022,928,900.4,27.6,518.4,64.2,3,62.3
Kedah,female,2022,338.264743,323.1611251,15.10361793,368.1356637,47.88569483,4.465028721,45.8
Kedah,male,2022,589.7294668,577.2790768,12.45039003,150.2544986,79.69489805,2.111203651,78.1
Kelantan,both,2022,658,634.4,23.7,511.1,56.3,3.6,54.3
Kelantan,female,2022,242.3944147,232.4637966,9.930618113,341.5676908,41.50858634,4.096884049,39.8
Kelantan,male,2022,415.6402743,401.8959881,13.74428617,169.5119505,71.03113629,3.306774396,68.7
Melaka,both,2022,494.6,486.3,8.3,213.7,69.8,1.7,68.8
Melaka,female,2022,192.4240811,190.688819,1.735262139,139.2732711,58.01194367,0.901790529,57.6
Melaka,male,2022,302.1460285,295.6267299,6.519298553,74.38590424,80.24446328,2.157664817,78.7
Negeri Sembilan,both,2022,535.3,517,18.3,287.1,65.1,3.4,63
Pahang,both,2022,708.8,692.3,16.5,388.3,64.6,2.3,63.2
Pahang,female,2022,239.7464365,232.4137663,7.332670261,267.9771861,47.21987039,3.058510636,45.9
Pahang,male,2022,469.0597831,459.8431126,9.216670562,120.3236127,79.58483161,1.964924492,78
Perak,both,2022,1119.1,1070.2,48.9,592.6,65.4,4.4,62.6
Perak,female,2022,407.4243322,385.7676129,21.6567193,401.5914843,50.36049035,5.315519371,47.7
Perak,male,2022,711.6798844,684.4201644,27.25971995,191.0090487,78.8399922,3.830334472,75.9
Perlis,both,2022,126,120.6,5.5,82.9,60.3,4.3,57.7
Perlis,female,2022,49.15504068,46.12520955,3.029831129,56.14875812,46.67926632,6.163825901,44.2
Perlis,male,2022,76.86990317,74.43193157,2.437971605,26.70654909,74.21561706,3.171555452,71.3
Penang,both,2022,895.6,871,24.6,381.2,70.1,2.7,68.3
Penang,female,2022,351.9234643,344.6772337,7.246230652,270.8724211,56.50703104,2.059035952,55.3
Penang,male,2022,543.6385422,526.3166591,17.32188315,110.3388846,83.12802857,3.186286807,80.6
Sabah,both,2022,1629.4,1504.4,125,728,69.1,7.7,63.8
Sabah,female,2022,614.6124978,557.5621574,57.05034038,508.8299798,54.70796325,9.282326765,49.7
Sabah,male,2022,1014.743711,946.8353771,67.90833348,219.165684,82.23810557,6.692165989,76.6
Sarawak,both,2022,1180.8,1136,44.8,568,67.5,3.8,64.8
Sarawak,female,2022,432.1184011,416.1655752,15.95282587,410.9548914,51.25514056,3.691771937,49.3
Sarawak,male,2022,748.6766864,719.8046105,28.87207591,157.0859385,82.65705228,3.856414449,79.1
Selangor,both,2022,3853,3706.5,146.6,1162,76.8,3.8,74
Selangor,female,2022,1625.056332,1580.531613,44.52471893,704.9252965,69.74545688,2.739887723,67.9
Selangor,male,2022,2227.990796,2125.94729,102.0435066,457.047195,82.97799896,4.580068587,79.2
Terengganu,both,2022,467.1,450.7,16.4,314.4,59.8,3.5,57.7
Terengganu,female,2022,158.0560616,150.9279753,7.128086336,220.2433867,41.78067462,4.509846863,39.9
Terengganu,male,2022,309.0475901,299.818194,9.229396124,94.17793871,76.64385512,2.986399641,74.4
Kuala Lumpur,both,2022,1060.3,1019.7,40.5,397.3,72.7,3.8,70
Kuala Lumpur,female,2022,439.7478148,423.189846,16.55796884,234.1513271,65.25424762,3.765332829,62.8
Kuala Lumpur,male,2022,620.5157306,596.5495895,23.96614111,163.1062473,79.18559562,3.862293884,76.2
Labuan,both,2022,44.6,41.5,3.1,21.6,67.4,6.9,63
Labuan,female,2022,16.1122802,15.54703327,0.565246936,16.59118098,49.26781331,3.508174691,47.8
Labuan,male,2022,28.47153228,25.97646645,2.495065826,4.981581664,85.10876544,8.763370379,78
Putrajaya,both,2022,55.8,55.1,0.7,16,77.7,1.3,76.6
Putrajaya,female,2022,29.40330481,28.94552088,0.457783933,7.940207203,78.73738496,1.556913197,77.4
Putrajaya,male,2022,26.41911606,26.1581078,0.261008261,8.054575479,76.63558755,0.987952287,76
Johor,both,2023,2071.3,2017.9,53.4,833.6,71.3,2.6,69.5
Johor,female,2023,670.7663932,648.4483523,22.3180409,649.8573773,50.79163409,3.327244943,49.1
Johor,male,2023,1400.581504,1369.477154,31.10434917,183.7435325,88.40240933,2.220816788,86.4
Kedah,both,2023,955.1,927.5,27.6,508.5,65.3,2.9,63.5
Kedah,female,2023,354.8933643,339.2864859,15.60687845,357.9682728,49.78432642,4.397624756,47.7
Kedah,male,2023,600.2031618,588.181,12.02216176,150.566853,79.94500978,2.003015399,78.5
Kelantan,both,2023,685.3,661.1,24.3,510,57.3,3.5,55.3
Kelantan,female,2023,257.6327226,247.1567312,10.47599137,338.1045888,43.24602768,4.066250307,41.5
Kelantan,male,2023,427.701737,413.9051678,13.7965692,171.913931,71.32931306,3.225745423,69
Melaka,both,2023,508.1,499.8,8.4,217.1,70.1,1.6,69
Melaka,female,2023,195.4822827,193.7437733,1.738509459,141.3346583,58.0381385,0.889343748,57.6
Melaka,male,2023,312.6488657,306.0226736,6.626192142,75.80186607,80.48610548,2.11937188,78.9
Negeri Sembilan,both,2023,553.9,536.1,17.7,283.5,66.1,3.2,64.1
Pahang,both,2023,735.7,720.9,14.8,393.6,65.1,2,63.9
Pahang,female,2023,244.4707773,237.763201,6.707576301,272.314494,47.30606518,2.74371292,46.1
Pahang,male,2023,491.199842,483.1367898,8.063052194,121.3210352,80.19315917,1.641501382,79
Perak,both,2023,1148.8,1104.2,44.5,592.7,66,3.9,63.5
Perak,female,2023,411.6314268,392.3104799,19.32094692,405.5313031,50.37325024,4.693749229,48
Perak,male,2023,737.1351396,711.9372056,25.19793402,187.205299,79.74714822,3.418360171,77.1
Perlis,both,2023,130.6,124.9,5.7,81.2,61.7,4.4,58.9
Perlis,female,2023,50.26720591,47.1284665,3.138739406,55.9329298,47.33252512,6.244109552,44.5
Perlis,male,2023,80.37558923,77.78146397,2.59412526,25.23317796,76.10692878,3.227503879,73.4
Penang,both,2023,926.2,905.6,20.5,373.1,71.3,2.2,69.7
Penang,female,2023,363.3047367,356.3005493,7.004187436,269.6290741,57.40011522,1.927909749,56.3
Penang,male,2023,562.8457579,549.3253508,13.52040707,103.4630101,84.47221242,2.402151368,82.4
Sabah,both,2023,1754,1622.2,131.8,747.7,70.1,7.5,64.8
Sabah,female,2023,663.2719241,604.7136608,58.55826325,523.8453974,55.87248304,8.828696215,50.9
Sabah,male,2023,1090.721016,1017.502648,73.2183683,223.8552066,82.97130264,6.712841065,77.4
Sarawak,both,2023,1234.6,1192.5,42.1,555.2,69,3.4,67
Sarawak,female,2023,449.7487131,434.4767137,15.27199937,408.2842827,52.41624918,3.395673835,50.8
Sarawak,male,2023,784.878297,758.0330343,26.8452627,146.9193794,84.23269524,3.420308957,81.9
Selangor,both,2023,3967.6,3858.9,108.7,1156.8,77.4,2.7,75.4
Selangor,female,2023,1645.671781,1614.851002,30.82077868,715.278414,69.70379064,1.872838742,68.5
Selangor,male,2023,2321.942422,2244.024375,77.91804634,441.5211513,84.02290677,3.355726895,81.2
Terengganu,both,2023,478.7,462.4,16.4,319.7,60,3.4,57.9
Terengganu,female,2023,161.4993753,154.4295513,7.06982396,222.9363303,42.00946295,4.377616909,40.1
Terengganu,male,2023,317.2182214,307.9292617,9.288959651,96.72836513,76.63264578,2.928255386,74.5
Kuala Lumpur,both,2023,1111.7,1077.9,33.9,387.2,74.2,3,71.6
Kuala Lumpur,female,2023,457.7763972,447.6509257,10.12547154,230.1406555,66.54528993,2.211881521,65
Kuala Lumpur,male,2023,653.963863,630.2212691,23.74259393,157.0279033,80.63754655,3.630566652,77.2
Labuan,both,2023,46.5,43.4,3.1,22,67.9,6.8,63.8
Labuan,female,2023,16.89530463,16.30544859,0.589856035,16.92716373,49.95290246,3.49124238,48.2
Labuan,male,2023,29.62151705,27.06247234,2.559044708,5.090602057,85.33479895,8.639141284,78.9
Putrajaya,both,2023,58.6,58.1,0.5,15.9,78.6,0.8,78.7
Putrajaya,female,2023,30.45159902,30.04292998,0.40866904,8.003501879,79.18741158,1.34202818,78.6
Putrajaya,male,2023,28.15577858,28.0995218,0.056256786,7.908277786,78.0715799,0.199805472,79.4
